#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
233	C4A_AD	C4A	720	AD	0.7968	0.0006	0.1803	0.4299	0.4506	0.3605	0.0000	0.0000	0.4506	0.5000	0	C4a deficiency (OMIM:614380): Patent ductus arteriosus (HP:0001643)-Vasculitis (HP:0002633), Aortic root aneurysm (HP:0002616)-Vasculitis (HP:0002633), 	Patent ductus arteriosus (HP:0001643)-decreased vascular permeability (MP:0003071), Aortic root aneurysm (HP:0002616)-decreased vascular permeability (MP:0003071), 				
233	LCN15_AD	LCN15	389812	AD	0.8002	0.0006	0.5006	0.0638	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to KIF22 associated with Spondyloepimetaphyseal dysplasia with joint laxity, type 2 (OMIM:603546): Patent ductus arteriosus (HP:0001643)-Spinal dysraphism (HP:0010301), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
237	CPD_AD	CPD	1362	AD	0.8036	0.0005	0.5000	0.0610	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CUX1 associated with Global developmental delay with or without impaired intellectual development (OMIM:618330): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Pectus excavatum (HP:0000767), 	Proximity to CUX1 Genu valgum (HP:0002857)-curly vibrissae (MP:0001274), 	
237	MTTP_AD	MTTP	4547	AD	0.8177	0.0005	0.2514	0.3276	0.4023	0.4336	0.3260	0.5028	0.5028	0.5000	0	Abetalipoproteinemia (ORPHA:14): Patent ductus arteriosus (HP:0001643)-Cardiomegaly (HP:0001640), Aortic root aneurysm (HP:0002616)-Cardiomegaly (HP:0001640), Genu valgum (HP:0002857)-Pes cavus (HP:0001761), 	Patent ductus arteriosus (HP:0001643)-incomplete rostral neuropore closure (MP:0000928), Aortic root aneurysm (HP:0002616)-hemorrhage (MP:0001914), 	Patent ductus arteriosus (HP:0001643)-subintestinal vein morphology, abnormal (ZP:0005758), Aortic root aneurysm (HP:0002616)-subintestinal vein morphology, abnormal (ZP:0005758), 	Proximity to NR2F2 associated with Congenital heart defects, multiple types, 4 (OMIM:615779): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), 	Proximity to NR2F2 Patent ductus arteriosus (HP:0001643)-abnormal vein morphology (MP:0002725), Aortic root aneurysm (HP:0002616)-abnormal vein morphology (MP:0002725), 	Proximity to NR2F2 Patent ductus arteriosus (HP:0001643)-dorsal aorta fused with posterior cardinal vein, abnormal (ZP:0002091), Aortic root aneurysm (HP:0002616)-dorsal aorta fused with posterior cardinal vein, abnormal (ZP:0002091), 
237	YEATS2_AD	YEATS2	55689	AD	0.8207	0.0005	0.5001	0.0430	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to TAF4 associated with Intellectual developmental disorder, autosomal dominant 73 (OMIM:620450): Patent ductus arteriosus (HP:0001643)-Aortic aneurysm (HP:0004942), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-External tibial torsion (HP:0034373), 		
240	H2AC19_AD	H2AC19	723790	AD	0.8255	0.0004	0.0000	0.6040	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	HCAR2_AD	HCAR2	338442	AD	0.8283	0.0004	0.5000	0.0350	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GNA11 associated with Cutis marmorata telangiectatica congenita (ORPHA:1556): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Arterial stenosis (HP:0100545), Genu valgum (HP:0002857)-Toe syndactyly (HP:0001770), 	Proximity to GNA11 Genu valgum (HP:0002857)-vertebral fusion (MP:0004609), 	
240	MUC15_AD	MUC15	143662	AD	0.8289	0.0004	0.5044	0.0295	0.0000	0.0000	0.0000	0.5044	0.5044	1.0000	0				Proximity to GALNT3 associated with Tumoral calcinosis, hyperphosphatemic, familial, 1 (OMIM:211900): Patent ductus arteriosus (HP:0001643)-Vascular calcification (HP:0004934), Aortic root aneurysm (HP:0002616)-Vascular calcification (HP:0004934), 	Proximity to GALNT3 Patent ductus arteriosus (HP:0001643)-calcified aorta (MP:0010522), Aortic root aneurysm (HP:0002616)-calcified aorta (MP:0010522), Genu valgum (HP:0002857)-increased compact bone volume (MP:0010964), 	
240	CCDC200_AD	CCDC200	100874261	AD	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	CNTNAP3B_AR	CNTNAP3B	728577	AR	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	GOLGA8S_AD	GOLGA8S	653061	AD	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	NBPF12_AD	NBPF12	149013	AD	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	PCDHB16_AR	PCDHB16	57717	AR	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	POTEB3_AR	POTEB3	102724631	AR	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	SPATA31A3_AR	SPATA31A3	727830	AR	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	SPATA31A6_AR	SPATA31A6	389730	AR	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	SSU72L5_AR	SSU72L5	196120	AR	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	ZC3H11C_AD	ZC3H11C	441155	AD	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	ZC3H11C_AR	ZC3H11C	441155	AR	0.8292	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	ZAN_AD	ZAN	7455	AD	0.8293	0.0004	0.0000	0.6000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	OR10X1_AD	OR10X1	128367	AD	0.8294	0.0004	0.0000	0.5999	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
240	MAP3K9_AR	MAP3K9	4293	AR	0.8328	0.0004	0.5001	0.0303	0.0000	0.2749	0.0000	0.5001	0.5001	1.0000	0		Patent ductus arteriosus (HP:0001643)-eye hemorrhage (MP:0006203), Aortic root aneurysm (HP:0002616)-eye hemorrhage (MP:0006203), 		Proximity to MKKS associated with McKusick-Kaufman syndrome (ORPHA:2473): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Tarsal synostosis (HP:0008368), 	Proximity to MKKS Patent ductus arteriosus (HP:0001643)-increased systemic arterial blood pressure (MP:0002842), Aortic root aneurysm (HP:0002616)-increased systemic arterial blood pressure (MP:0002842), 	Proximity to MKKS Genu valgum (HP:0002857)-notochord kinked, abnormal (ZP:0001556), 
240	ACOT2_AR	ACOT2	10965	AR	0.8361	0.0004	0.5007	0.0260	0.0000	0.0000	0.0000	0.5007	0.5007	1.0000	0				Proximity to HACD1 associated with Congenital myopathy 11 (OMIM:619967): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), 	Proximity to HACD1 Patent ductus arteriosus (HP:0001643)-abnormal blood vessel morphology (MP:0001614), Aortic root aneurysm (HP:0002616)-abnormal blood vessel morphology (MP:0001614), 	
240	HLA-A_AD	HLA-A	3105	AD	0.8397	0.0004	0.5037	0.0190	0.3379	0.0000	0.0000	0.5037	0.5037	1.0000	0	Birdshot chorioretinopathy (ORPHA:179): Patent ductus arteriosus (HP:0001643)-Abnormal choroid morphology (HP:0000610), Aortic root aneurysm (HP:0002616)-Abnormal choroid morphology (HP:0000610), 			Proximity to HLA-B associated with Takayasu arteritis (ORPHA:3287): Patent ductus arteriosus (HP:0001643)-Ascending tubular aorta aneurysm (HP:0004970), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Proximity to HLA-B Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 	
240	RAET1L_AD	RAET1L	154064	AD	0.8418	0.0004	0.5000	0.0210	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to AGGF1 associated with Klippel-Trénaunay syndrome (ORPHA:90308): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Lower limb asymmetry (HP:0100559), 	Proximity to AGGF1 Patent ductus arteriosus (HP:0001643)-abnormal vascular development (MP:0000259), Aortic root aneurysm (HP:0002616)-abnormal vascular development (MP:0000259), 	Proximity to AGGF1 Patent ductus arteriosus (HP:0001643)-intersegmental vessel morphology, abnormal (ZP:0001301), Aortic root aneurysm (HP:0002616)-intersegmental vessel morphology, abnormal (ZP:0001301), 
240	HCAR3_AD	HCAR3	8843	AD	0.8446	0.0004	0.5000	0.0180	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GNA11 associated with Cutis marmorata telangiectatica congenita (ORPHA:1556): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Arterial stenosis (HP:0100545), Genu valgum (HP:0002857)-Toe syndactyly (HP:0001770), 	Proximity to GNA11 Genu valgum (HP:0002857)-vertebral fusion (MP:0004609), 	
261	KLRC2_AR	KLRC2	3822	AR	0.8491	0.0003	0.5001	0.0130	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to HLA-B associated with Takayasu arteritis (ORPHA:3287): Patent ductus arteriosus (HP:0001643)-Ascending tubular aorta aneurysm (HP:0004970), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Proximity to HLA-B Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 	
261	KATNIP_AR	KATNIP	23247	AR	0.8511	0.0003	0.3492	0.1815	0.3492	0.0000	0.0000	0.0000	0.3492	1.0000	0	Joubert syndrome (ORPHA:475): Patent ductus arteriosus (HP:0001643)-Situs inversus totalis (HP:0001696), Aortic root aneurysm (HP:0002616)-Abnormal cardiovascular system morphology (HP:0030680), Genu valgum (HP:0002857)-Hand polydactyly (HP:0001161), 					
261	RAET1L_AR	RAET1L	154064	AR	0.8528	0.0003	0.5000	0.0090	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to AGGF1 associated with Klippel-Trénaunay syndrome (ORPHA:90308): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Lower limb asymmetry (HP:0100559), 	Proximity to AGGF1 Patent ductus arteriosus (HP:0001643)-abnormal vascular development (MP:0000259), Aortic root aneurysm (HP:0002616)-abnormal vascular development (MP:0000259), 	Proximity to AGGF1 Patent ductus arteriosus (HP:0001643)-intersegmental vessel morphology, abnormal (ZP:0001301), Aortic root aneurysm (HP:0002616)-intersegmental vessel morphology, abnormal (ZP:0001301), 
261	PRDM9_AR	PRDM9	56979	AR	0.8554	0.0003	0.5000	0.0060	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to RAD51C associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 		
261	FCGR1A_AD	FCGR1A	2209	AD	0.8587	0.0003	0.1532	0.3945	0.0000	0.1532	0.0000	0.0000	0.1532	1.0000	0		Genu valgum (HP:0002857)-abnormal dendritic cell differentiation (MP:0008115), 				
266	MORF4L1_AD	MORF4L1	10933	AD	0.8691	0.0002	0.3841	0.0999	0.0000	0.3841	0.0000	0.0000	0.3841	1.0000	0		Patent ductus arteriosus (HP:0001643)-visceral vascular congestion (MP:0010017), Aortic root aneurysm (HP:0002616)-visceral vascular congestion (MP:0010017), 				
266	SLX4_AD	SLX4	84464	AD	0.8712	0.0002	0.2513	0.2430	0.6070	0.3992	0.0000	0.5026	0.6070	0.5000	0	Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 	Patent ductus arteriosus (HP:0001643)-abnormal retina vasculature morphology (MP:0002792), Aortic root aneurysm (HP:0002616)-abnormal retina vasculature morphology (MP:0002792), Genu valgum (HP:0002857)-domed cranium (MP:0000440), 		Proximity to FANCI associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 	Proximity to FANCI Genu valgum (HP:0002857)-fused phalanges (MP:0008730), 	
266	FOXI3_AD	FOXI3	344167	AD	0.8713	0.0002	0.3774	0.0999	0.2455	0.3774	0.2754	0.0000	0.3774	1.0000	0	Craniofacial microsomia 2 (OMIM:620444): Patent ductus arteriosus (HP:0001643)-Submucous cleft palate (HP:5201016), Genu valgum (HP:0002857)-Microtia (HP:0008551), 	Patent ductus arteriosus (HP:0001643)-cranioschisis (MP:0000919), Genu valgum (HP:0002857)-cranioschisis (MP:0000919), 	Patent ductus arteriosus (HP:0001643)-heart edematous, abnormal (ZP:0001192), Aortic root aneurysm (HP:0002616)-heart edematous, abnormal (ZP:0001192), 			
266	PCNX3_AD	PCNX3	399909	AD	0.8718	0.0002	0.0000	0.5255	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
266	ZFYVE28_AD	ZFYVE28	57732	AD	0.8721	0.0002	0.0000	0.5244	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
266	HLA-C_AR	HLA-C	3107	AR	0.8740	0.0002	0.2519	0.2331	0.2616	0.2971	0.0000	0.5038	0.5038	0.5000	0	Psoriasis susceptibility 1 (OMIM:177900): Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 		Proximity to HLA-B associated with Takayasu arteritis (ORPHA:3287): Patent ductus arteriosus (HP:0001643)-Ascending tubular aorta aneurysm (HP:0004970), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Proximity to HLA-B Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 	
266	RTTN_AD	RTTN	25914	AD	0.8743	0.0002	0.1741	0.3200	0.3842	0.3482	0.0000	0.0000	0.3842	0.5000	0	Microcephalic cortical malformations-short stature due to RTTN deficiency (ORPHA:468631): Patent ductus arteriosus (HP:0001643)-Attenuation of retinal blood vessels (HP:0007843), Aortic root aneurysm (HP:0002616)-Attenuation of retinal blood vessels (HP:0007843), Genu valgum (HP:0002857)-Knee flexion contracture (HP:0006380), 	Patent ductus arteriosus (HP:0001643)-small heart (MP:0002188), Aortic root aneurysm (HP:0002616)-small heart (MP:0002188), Genu valgum (HP:0002857)-decreased bone mineral content (MP:0010124), 				
266	C4B_AD	C4B	721	AD	0.8769	0.0002	0.3605	0.1000	0.3155	0.3605	0.0000	0.0000	0.3605	1.0000	0	Systemic lupus erythematosus (ORPHA:536): Patent ductus arteriosus (HP:0001643)-Lymphadenopathy (HP:0002716), Aortic root aneurysm (HP:0002616)-Lymphadenopathy (HP:0002716), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Patent ductus arteriosus (HP:0001643)-decreased vascular permeability (MP:0003071), Aortic root aneurysm (HP:0002616)-decreased vascular permeability (MP:0003071), 				
266	CTAGE4_AR	CTAGE4	100128553	AR	0.8775	0.0002	0.0000	0.5063	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
266	LHX6_AD	LHX6	26468	AD	0.8780	0.0002	0.0000	0.5045	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
266	NFKBIL1_AD	NFKBIL1	4795	AD	0.8801	0.0002	0.0000	0.4974	0.4613	0.0000	0.0000	0.0000	0.4613	1.0000	0	Rheumatoid arthritis, susceptibility to (OMIM:180300): Patent ductus arteriosus (HP:0001643)-Vasculitis (HP:0002633), Aortic root aneurysm (HP:0002616)-Vasculitis (HP:0002633), Genu valgum (HP:0002857)-Interphalangeal joint erosions (HP:0006252), 					
266	CUEDC1_AD	CUEDC1	404093	AD	0.8812	0.0002	0.0000	0.4934	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
266	HLA-C_AD	HLA-C	3107	AD	0.8825	0.0002	0.2519	0.2037	0.2616	0.2971	0.0000	0.5038	0.5038	0.5000	0	Psoriasis susceptibility 1 (OMIM:177900): Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 		Proximity to HLA-B associated with Takayasu arteritis (ORPHA:3287): Patent ductus arteriosus (HP:0001643)-Ascending tubular aorta aneurysm (HP:0004970), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Proximity to HLA-B Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 	
266	C4B_AR	C4B	721	AR	0.8826	0.0002	0.3605	0.0806	0.3155	0.3605	0.0000	0.0000	0.3605	1.0000	0	Systemic lupus erythematosus (ORPHA:536): Patent ductus arteriosus (HP:0001643)-Lymphadenopathy (HP:0002716), Aortic root aneurysm (HP:0002616)-Lymphadenopathy (HP:0002716), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Patent ductus arteriosus (HP:0001643)-decreased vascular permeability (MP:0003071), Aortic root aneurysm (HP:0002616)-decreased vascular permeability (MP:0003071), 				
280	TNXB_AD	TNXB	7148	AD	0.8837	0.0001	0.3399	0.1000	0.5100	0.3399	0.0000	0.0000	0.5100	1.0000	0	Classical-like Ehlers-Danlos syndrome type 1 (ORPHA:230839): Patent ductus arteriosus (HP:0001643)-Precocious atherosclerosis (HP:0004416), Aortic root aneurysm (HP:0002616)-Precocious atherosclerosis (HP:0004416), 	Patent ductus arteriosus (HP:0001643)-enlarged heart (MP:0000274), Aortic root aneurysm (HP:0002616)-enlarged heart (MP:0000274), Genu valgum (HP:0002857)-decreased bone mineral content (MP:0010124), 				
280	FLT4_AR	FLT4	2324	AR	0.8859	0.0001	0.2568	0.1869	0.6470	0.4206	0.3137	0.5135	0.6470	0.5000	0	Congenital heart defects, multiple types, 7 (OMIM:618780): Patent ductus arteriosus (HP:0001643)-Aortopulmonary collateral arteries (HP:0031834), Aortic root aneurysm (HP:0002616)-Aortopulmonary collateral arteries (HP:0031834), 	Patent ductus arteriosus (HP:0001643)-abnormal dorsal aorta morphology (MP:0004787), Aortic root aneurysm (HP:0002616)-abnormal vascular development (MP:0000259), 	Patent ductus arteriosus (HP:0001643)-posterior cardinal vein lacks parts or has fewer parts of type lymphangiogenic sprout, abnormal (ZP:0011837), Aortic root aneurysm (HP:0002616)-posterior cardinal vein lacks parts or has fewer parts of type lymphangiogenic sprout, abnormal (ZP:0011837), 	Proximity to PDPN associated with 1p36 deletion syndrome (ORPHA:1606): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Hip dysplasia (HP:0001385), 	Proximity to PDPN Patent ductus arteriosus (HP:0001643)-abnormal coronary artery morphology (MP:0004111), Aortic root aneurysm (HP:0002616)-abnormal coronary artery morphology (MP:0004111), 	
280	CYP21A2_AR	CYP21A2	1589	AR	0.8863	0.0001	0.2679	0.1725	0.2679	0.0000	0.0000	0.0000	0.2679	1.0000	0	Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency (OMIM:201910): Patent ductus arteriosus (HP:0001643)-Hypertension (HP:0000822), Aortic root aneurysm (HP:0002616)-Hypertension (HP:0000822), 					
280	PRAMEF11_AR	PRAMEF11	440560	AR	0.8864	0.0001	0.3319	0.1000	0.0000	0.3319	0.0000	0.0000	0.3319	1.0000	0		Patent ductus arteriosus (HP:0001643)-small heart (MP:0002188), Aortic root aneurysm (HP:0002616)-small heart (MP:0002188), 				
280	PRAMEF9_AD	PRAMEF9	343070	AD	0.8864	0.0001	0.3319	0.1000	0.0000	0.3319	0.0000	0.0000	0.3319	1.0000	0		Patent ductus arteriosus (HP:0001643)-small heart (MP:0002188), Aortic root aneurysm (HP:0002616)-small heart (MP:0002188), 				
280	PPIE_AD	PPIE	10450	AD	0.8879	0.0001	0.0000	0.4700	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
280	ZNF420_AD	ZNF420	147923	AD	0.8892	0.0001	0.0000	0.4655	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
280	PIEZO2_AR	PIEZO2	63895	AR	0.8906	0.0001	0.3240	0.0936	0.4124	0.0000	0.0000	0.0000	0.4124	1.0000	0	Arthrogryposis, distal, type 5 (OMIM:108145): Genu valgum (HP:0002857)-Recurrent patellar dislocation (HP:0005001), 					
280	OBSCN_AR	OBSCN	84033	AR	0.8934	0.0001	0.3530	0.0514	0.0000	0.3530	0.3367	0.0000	0.3530	1.0000	0		Patent ductus arteriosus (HP:0001643)-cardiac fibrosis (MP:0003141), Aortic root aneurysm (HP:0002616)-cardiac fibrosis (MP:0003141), 	Patent ductus arteriosus (HP:0001643)-cardiac ventricle decreased size, abnormal (ZP:0000528), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 			
280	TNS2_AD	TNS2	23371	AD	0.8974	0.0001	0.0000	0.4364	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
280	PRAMEF17_AD	PRAMEF17	391004	AD	0.8993	0.0001	0.3319	0.0540	0.0000	0.3319	0.0000	0.0000	0.3319	1.0000	0		Patent ductus arteriosus (HP:0001643)-small heart (MP:0002188), Aortic root aneurysm (HP:0002616)-small heart (MP:0002188), 				
280	MUC5B_AD	MUC5B	727897	AD	0.8998	0.0001	0.2895	0.1000	0.2895	0.0000	0.0000	0.0000	0.2895	1.0000	0	Pulmonary fibrosis, idiopathic, susceptibility to (OMIM:178500): Patent ductus arteriosus (HP:0001643)-Pulmonary arterial hypertension (HP:0002092), Aortic root aneurysm (HP:0002616)-Pulmonary arterial hypertension (HP:0002092), Genu valgum (HP:0002857)-Clubbing of fingers (HP:0100759), 					
280	RHCE_AR	RHCE	6006	AR	0.9075	0.0001	0.2335	0.1367	0.2335	0.0000	0.0000	0.0000	0.2335	1.0000	0	Rh deficiency syndrome (ORPHA:71275): Patent ductus arteriosus (HP:0001643)-Hepatosplenomegaly (HP:0001433), Aortic root aneurysm (HP:0002616)-Hepatosplenomegaly (HP:0001433), Genu valgum (HP:0002857)-Stomatocytosis (HP:0004446), 					
280	CEP290_AD	CEP290	80184	AD	0.9086	0.0001	0.2625	0.0996	0.5653	0.5234	0.2997	0.5251	0.5653	0.5000	0	Meckel syndrome 4 (OMIM:611134): Patent ductus arteriosus (HP:0001643)-Ventricular septal defect (HP:0001629), Aortic root aneurysm (HP:0002616)-Ventricular septal defect (HP:0001629), Genu valgum (HP:0002857)-Bowing of the long bones (HP:0006487), 	Patent ductus arteriosus (HP:0001643)-inlet ventricular septal defect (MP:0010419), Aortic root aneurysm (HP:0002616)-abnormal inferior vena cava morphology (MP:0006063), Genu valgum (HP:0002857)-micrognathia (MP:0002639), 	Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), Genu valgum (HP:0002857)-whole organism curved ventral, abnormal (ZP:0000856), 	Proximity to RPGRIP1L associated with Joubert syndrome 7 (OMIM:611560): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to RPGRIP1L Patent ductus arteriosus (HP:0001643)-atrial septal defect (MP:0010403), Aortic root aneurysm (HP:0002616)-right aortic arch (MP:0004158), Genu valgum (HP:0002857)-fusion of vertebral arches (MP:0004613), 	Proximity to RPGRIP1L Genu valgum (HP:0002857)-post-vent region curved dorsal, abnormal (ZP:0001255), 
280	CYP24A1_AD	CYP24A1	1591	AD	0.9095	0.0001	0.2596	0.0999	0.0000	0.1663	0.0000	0.5193	0.5193	0.5000	0		Genu valgum (HP:0002857)-abnormal bone ossification (MP:0008271), 		Proximity to CYP27B1 associated with Hypocalcemic vitamin D-dependent rickets (ORPHA:289157): Patent ductus arteriosus (HP:0001643)-Cardiomyopathy (HP:0001638), Aortic root aneurysm (HP:0002616)-Cardiomyopathy (HP:0001638), Genu valgum (HP:0002857)-Genu varum (HP:0002970), 	Proximity to CYP27B1 Genu valgum (HP:0002857)-short tibia (MP:0002764), 	Proximity to CYP27B1 Patent ductus arteriosus (HP:0001643)-ventral wall of dorsal aorta has fewer parts of type hematopoietic multipotent progenitor cell, abnormal (ZP:0100042), Aortic root aneurysm (HP:0002616)-ventral wall of dorsal aorta has fewer parts of type hematopoietic multipotent progenitor cell, abnormal (ZP:0100042), 
